serial_id,classification_code,classification_name,comment,cover,create_at,heat,is_hot,is_instant,min_member,name,per_price,process,product_state,purchase_number,rate,region_code,summary,t_what_need,t_what_obtain,unit,unit_price,update_at,version,what_need,what_obtain
AHHFHR0001,HR,企业,,product-HR0001-cover.jpg,11/2/2016 10:51:00,0,0,1,1,企业社会保险账户代开,0.00,"[""在线下单"",""提交材料"",""材料审核"",""支付费用"",""办理追踪"",""办理完成""]",0,0,5,AHHF,社会保险不仅可以为员工提供基本福利，更可以为企业降低用工风险。企业湾的公司社会保险账户代开服务，让公司的社会保险开户流程如同酒店入住登记一样简单，节省你的宝贵时间，关注主营业务。,"[""三证或者新版营业执照原件"",""公司银行开户许可证原件"",""公司法人身份证正反面"",""经营地的房屋租赁合同"",""房产证""]","[""符合规定的公司社保账户"",""完整的社保开户完成材料（社会保险缴费与用卡，法人一证通）""]",个,200.00,11/2/2016 10:51:00,2,product-HR0001-what-need.png,product-HR0001-what-obtain.png
AHHFHR0002,HR,企业,,product-HR0002-cover.jpg,11/2/2016 10:51:00,0,0,1,1,企业公积金账户代开,0.00,"[""在线下单"",""提交材料"",""材料审核"",""支付费用"",""办理追踪"",""办理完成""]",0,0,5,AHHF,公积金不仅可以用于购房，还可以用于租房，翻修，甚至治疗重大疾病。企业湾的公司公积金账户代开服务，简单几步就可完成整个开办流程的咨询和材料收集，免除培训，让你轻松拥有属于企业自己的公积金账户。,"[""三证或者新版营业执照原件"",""公司银行开户许可证原件"",""公司法人身份证正反面""]","[""符合规定的公司公积金账户"",""完整的公积金开户完成材料（公积金缴纳数字证书，数字证书密码卡）""]",个,200.00,11/2/2016 10:51:00,2,product-HR0002-what-need.png,product-HR0002-what-obtain.png
AHHFHR0003,HR,企业,,product-HR0003-cover.jpg,11/2/2016 10:51:00,0,0,0,3,员工社会保险和公积金代算代缴,18.80,"[""在线下单"",""确定缴纳名单"",""确定金额"",""账单生成"",""支付款项"",""办理追踪"",""办理完成""]",0,0,5,AHHF,企业湾的每月社保和公积金缴纳服务包含如参保人员增减，数据测算，信息变更，计算缴费和续费。只需要每月根据账单完成汇款，就可以随时随地的查看企业的社保和公积金缴纳状态和金额。,"[""人员姓名"",""身份证号码"",""个人公积金账号信息和状态"",""开始代缴时间和基数""]",["月度和年度账单和明细"],月,98.00,11/2/2016 10:51:00,2,product-HR0003-what-need.png,product-HR0003-what-obtain.png
AHHFHR0004,HR,个人,,product-HR0004-cover.jpg,11/2/2016 10:51:00,0,0,1,1,个人社会保险账户代开,0.00,"[""在线下单"",""上传资料"",""支付款项"",""办理追踪"",""办理完成""]",0,0,5,AHHF,社会保险作为个人的基本权利，按时缴纳不仅可以记录你的工作经历，更是可以在买房买车落户等方面享有相应的权利。毕业后，不论是工作还是自己创业，开办个人社会保险账户是首要任务。,"[""人员姓名"",""身份证号码"",""身份证正反面复印件""]",["符合规定的个人公积金账户"],个,200.00,11/2/2016 10:51:00,2,product-HR0004-what-need.png,product-HR0004-what-obtain.png
AHHFHR0005,HR,个人,,product-HR0005-cover.jpg,11/2/2016 10:51:00,0,0,1,1,个人社会保险和公积金账户挂靠,0.00,"[""在线下单"",""上传资料"",""确定基数"",""确认日期"",""支付款项"",""办理追踪"",""办理完成""]",0,0,5,AHHF,不论你是自由职业者，还是暂时失业，选择企业湾的社保账户挂靠服务，可以保证你的社保和公积金缴纳不间断。社保和公积金需要同时挂靠，特殊情况如果仅挂靠社保，价格为一年套餐800元/人和一年套餐700元/人,"[""人员姓名，学历背景，户口信息"",""身份证号码"",""身份证正反面复印件"",""社保和公积金状态信息"",""公积金账号""]",["月度缴纳明细"],月,50.00,11/2/2016 10:51:00,2,product-HR0005-what-need.png,product-HR0005-what-obtain.png
AHHFHR0006,HR,企业,,product-HR0006-cover.jpg,11/2/2016 10:51:00,0,0,1,1,人力资源制度管理模板,0.00,"[""在线下单"",""交付邮箱"",""支付款项"",""办理完成""]",0,0,5,AHHF,公司成立伊始，各项规章制度都有缺失。企业湾的人力资源制度管理模板，一次性提供《劳动合同》，《员工手册》，《培训制度》，《员工辞退管理制度》，《入职通知书》，《离职证明》等模板，所有模板都经过知名律师核对认证，规避风险，确保了企业和员工利益的最大化。,"[""企业基本信息"",""需求描述""]","[""《劳动合同》"",""《员工手册》"",""《培训制度》"",""《员工辞退管理制度》"",""《入职通知书》"",""《离职证明》""]",个,50.00,11/2/2016 10:51:00,2,product-HR0006-what-need.png,product-HR0006-what-obtain.png
AHHFHR0007,HR,个人,,product-HR0007-cover.jpg,11/2/2016 10:51:00,0,0,1,1,个人公积金账户代开,0.00,"[""在线下单"",""上传资料"",""支付款项"",""办理追踪"",""办理完成""]",0,0,5,AHHF,公积金在个人买房，租房，房屋改造，甚至在治疗重大疾病时，都可以提供支持和优惠。毕业后，和社会保险一样，不论是工作还是自己创业，也必须开办个人公积金账户。,"[""人员姓名"",""身份证号码"",""身份证正反面复印件""]",["符合规定的个人社会保险账户"],个,200.00,11/2/2016 10:51:00,2,product-HR0007-what-need.png,product-HR0007-what-obtain.png
AHHFHR0008,HR,企业,,product-HR0008-cover.jpg,11/2/2016 10:51:00,0,0,0,1,企业员工工资和所得税代发代缴,30.00,"[""在线下单"",""上传资料"",""支付款项"",""办理追踪"",""办理完成""]",0,0,5,AHHF,企业湾的工资代发服务，凭借超越ISO9000的质量体系和流程控制，从员工信息录入，计算，核对，汇款等每个步骤把控，确保每月100%的准确，仅需要提供一次信息，就可以保证工资发放的永远正确和准时。,"[""人员姓名及薪资信息"",""个人银行账号和开户行"",""开始代缴时间""]","[""月度和年度账单和明细"",""员工电子工资单""]",月,30.00,11/2/2016 10:51:00,2,product-HR0008-what-need.png,product-HR0008-what-obtain.png
AHHFIC0001,IC,工商变更,,product-IC0001-cover.jpg,11/2/2016 10:51:00,0,0,1,1,公司注册(内资有限),0.00,"[""核名"",""网审"",""工商交件"",""取执照"",""备案、刻章""]",0,0,5,AHHF,服务至 五证合一营业执照办理完成；刻章费自理。150元（包含法人章、公章、财务专用章） 350元（包含法 人章、公章、财务专用章、合同专用章、发票专用章）,"[""公司法定代表人签署的设立分公司的登记申请书"",""营业场所证明"",""公司章程以及由公司的公司登记机关加盖印章的公司《企业法人营业执照》复印件"",""指定（委托）证明"",""公司登记机关要求提交的其他文件""]","[""变更后的注册营业执照正本（三证合一）"",""营业执照副本"",""名称核准通知书"",""章（公章，财务章，法人章，发票章，合同章）""]",个,400.00,11/2/2016 10:51:00,2,product-IC0001-what-need.png,product-IC0001-what-obtain.png
AHHFIC0003,IC,工商变更,,product-IC0003-cover.jpg,11/2/2016 10:51:00,0,0,1,1,1元公司注册+零申报代理记账(1年),0.00,"[""注册流程"",""代理记账流程""]",0,0,5,AHHF,服务至 五证合一营业执照办理完成；注册公司一元免费代理（不包括提供注册地址费用） 但必须签约代账合同 1 年及以上。刻章费用150 元自理（法人章、公章、财务专用章）。350元（包含法人章、公章、财务专用章、合同专用 章、发票专用章）,"[""公司法定代表人签署的设立分公司的登记申请书"",""营业场所证明"",""公司章程以及由公司的公司登记机关加盖印章的公司《企业法人营业执照》复印件"",""指定（委托）证明"",""公司登记机关要求提交的其他文件""]","[""变更后的注册营业执照正本（三证合一）"",""营业执照副本"",""名称核准通知书"",""章（公章，财务章，法人章，发票章，合同章）""]",个,1177.00,11/2/2016 10:51:00,2,product-IC0003-what-need.png,product-IC0003-what-obtain.png
AHHFIC0004,IC,工商变更,,product-IC0004-cover.jpg,11/2/2016 10:51:00,0,0,1,1,公司名称变更,0.00,"[""受理"",""审核材料"",""核准登记"",""变更内容""]",0,0,5,AHHF,办理工商变更,"[""营业执照正副本"",""组织机构代码证正副本"",""税务登记证副本"",""章（公章，财务章，法人私章，）"",""法人身份证复印"",""依照公司法做出的变更决议或者决定"",""公司法定代表人签署的变更登记申请书""]","[""变更后的注册营业执照正本（三证合一）"",""营业执照副本""]",个,400.00,11/2/2016 10:51:00,2,product-IC0004-what-need.png,product-IC0004-what-obtain.png
AHHFIC0005,IC,工商变更,,product-IC0005-cover.jpg,11/2/2016 10:51:00,0,0,1,1,经营范围变更,0.00,"[""受理"",""审核材料"",""核准登记"",""变更内容""]",0,0,5,AHHF,办理工商变更,"[""营业执照正副本"",""组织机构代码证正副本"",""税务登记证副本"",""章（公章，财务章，法人私章，）"",""法人身份证复印"",""依照公司法做出的变更决议或者决定"",""公司法定代表人签署的变更登记申请书""]","[""变更后的注册营业执照正本（三证合一）"",""营业执照副本""]",个,400.00,11/2/2016 10:51:00,2,product-IC0005-what-need.png,product-IC0005-what-obtain.png
AHHFIC0006,IC,工商变更,,product-IC0006-cover.jpg,11/2/2016 10:51:00,0,0,1,1,法人代表变更,0.00,"[""受理"",""审核材料"",""核准登记"",""变更内容""]",0,0,5,AHHF,办理工商变更,"[""营业执照正副本"",""组织机构代码证正副本"",""税务登记证副本"",""章（公章，财务章，法人私章，）"",""法人身份证复印"",""依照公司法做出的变更决议或者决定"",""公司法定代表人签署的变更登记申请书""]","[""变更后的注册营业执照正本（三证合一）"",""营业执照副本""]",个,400.00,11/2/2016 10:51:00,2,product-IC0006-what-need.png,product-IC0006-what-obtain.png
AHHFIC0007,IC,工商变更,,product-IC0007-cover.jpg,11/2/2016 10:51:00,0,0,1,1,经营地址变更(不跨区),0.00,"[""受理"",""审核材料"",""核准登记"",""变更内容""]",0,0,5,AHHF,办理工商变更 不包括税务迁移或变更,"[""营业执照正副本"",""组织机构代码证正副本"",""税务登记证副本"",""章（公章，财务章，法人私章，）"",""法人身份证复印"",""依照公司法做出的变更决议或者决定"",""公司法定代表人签署的变更登记申请书""]","[""变更后的注册营业执照正本（三证合一）"",""营业执照副本""]",个,400.00,11/2/2016 10:51:00,2,product-IC0007-what-need.png,product-IC0007-what-obtain.png
AHHFIC0008,IC,工商变更,,product-IC0008-cover.jpg,11/2/2016 10:51:00,0,0,1,1,经营地址变更(跨区),0.00,"[""受理"",""审核材料"",""核准登记"",""变更内容""]",0,0,5,AHHF,办理工商变更 不包括税务迁移或变更,"[""营业执照正副本"",""组织机构代码证正副本"",""税务登记证副本"",""章（公章，财务章，法人私章，）"",""法人身份证复印"",""依照公司法做出的变更决议或者决定"",""公司法定代表人签署的变更登记申请书""]","[""变更后的注册营业执照正本（三证合一）"",""营业执照副本""]",个,800.00,11/2/2016 10:51:00,2,product-IC0008-what-need.png,product-IC0008-what-obtain.png
AHHFIC0009,IC,工商变更,,product-IC0009-cover.jpg,11/2/2016 10:51:00,0,0,1,1,注册资本变更,0.00,"[""受理"",""审核材料"",""核准登记"",""变更内容""]",0,0,5,AHHF,办理工商变更 不包括注册资本减资服务,"[""营业执照正副本"",""组织机构代码证正副本"",""税务登记证副本"",""章（公章，财务章，法人私章，）"",""法人身份证复印"",""依照公司法做出的变更决议或者决定"",""公司法定代表人签署的变更登记申请书""]","[""变更后的注册营业执照正本（三证合一）"",""营业执照副本""]",个,400.00,11/2/2016 10:51:00,2,product-IC0009-what-need.png,product-IC0009-what-obtain.png
AHHFIC0010,IC,工商变更,,product-IC0010-cover.jpg,11/2/2016 10:51:00,0,0,1,1,股东股权变更,0.00,"[""受理"",""审核材料"",""核准登记"",""变更内容""]",0,0,5,AHHF,办理工商变更 不包括股权转让协议撰写,"[""营业执照正副本"",""组织机构代码证正副本"",""税务登记证副本"",""章（公章，财务章，法人私章，）"",""法人身份证复印"",""依照公司法做出的变更决议或者决定"",""公司法定代表人签署的变更登记申请书""]","[""变更后的注册营业执照正本（三证合一）"",""营业执照副本""]",个,800.00,11/2/2016 10:51:00,2,product-IC0010-what-need.png,product-IC0010-what-obtain.png
AHHFIC0011,IC,工商变更,,product-IC0011-cover.jpg,11/2/2016 10:51:00,0,0,1,1,公司高管变更,0.00,"[""受理"",""审核材料"",""核准登记"",""变更内容""]",0,0,5,AHHF,办理工商变更,"[""营业执照正副本"",""组织机构代码证正副本"",""税务登记证副本"",""章（公章，财务章，法人私章，）"",""法人身份证复印"",""依照公司法做出的变更决议或者决定"",""公司法定代表人签署的变更登记申请书""]","[""变更后的注册营业执照正本（三证合一）"",""营业执照副本""]",个,400.00,11/2/2016 10:51:00,2,product-IC0011-what-need.png,product-IC0011-what-obtain.png
AHHFIC0012,IC,工商变更,,product-IC0012-cover.jpg,11/2/2016 10:51:00,0,0,1,1,三证/五证合一,0.00,"[""受理"",""审核材料"",""核准登记"",""变更内容""]",0,0,5,AHHF,三证合一：办理营业执照、税务登记证、组织机构代码证合一；五证合一：办理营业执照、税务登记证、组织机构代码证、社会保险登记证、统计登记证合一。,"[""营业执照正副本"",""组织机构代码证正副本"",""税务登记证正副本"",""章（公章，法人私章，）"",""法人身份证复印""]","[""变更后的注册营业执照正本（三证合一）"",""营业执照副本"",""名称核准通知书"",""发票章""]",个,400.00,11/2/2016 10:51:00,2,product-IC0012-what-need.png,product-IC0012-what-obtain.png
AHHFIC0013,IC,工商注销,,product-IC0013-cover.jpg,11/2/2016 10:51:00,0,0,1,1,内资企业注销,0.00,"[""清缴税控、发票"",""注销地税、国税"",""登报、清算备案"",""工商注销"",""银行、公章注销""]",0,0,5,AHHF,办理工商税务等行政机关注销事项 本服务收费不包括专项审计及官费,"[""企业全部证件印章及其相关材料"",""总账、明细账等全部财务材料""]","[""行政机关注销通知书"",""登报报纸""]",个,2500.00,11/2/2016 10:51:00,2,product-IC0013-what-need.png,product-IC0013-what-obtain.png
AHHFIC0014,IC,工商注销,,product-IC0014-cover.jpg,11/2/2016 10:51:00,0,0,1,1,外资企业注销,0.00,"[""清缴税控、发票"",""注销地税、国税"",""登报、清算备案"",""工商注销"",""银行、公章注销""]",0,0,5,AHHF,办理工商税务等行政机关注销事项 本服务收费不包括专项审计及官费,"[""企业全部证件印章及其相关材料"",""总账、明细账等全部财务材料""]","[""行政机关注销通知书"",""登报报纸""]",个,3000.00,11/2/2016 10:51:00,2,product-IC0014-what-need.png,product-IC0014-what-obtain.png
AHHFIC0015,IC,工商注销,,product-IC0015-cover.jpg,11/2/2016 10:51:00,0,0,1,1,1元补差产品,0.00,"[""购买标准产品"",""差异化服务"",""协商"",""添补差异差额""]",0,2,5,AHHF,服务差价补充产品,["一元钱"],["服务差价补充产品"],个,1.00,11/2/2016 10:51:00,2,product-IC0015-what-need.png,product-IC0015-what-obtain.png
AHHFIT0001,IT,网站设计,,product-IT0001-cover.jpg,11/2/2016 10:51:00,0,0,1,1,标准网站(动态网页),0.00,"[""确定意向"",""周期和费用"",""签署协议"",""项目执行"",""修改及确认"",""项目验收"",""售后服务""]",0,0,5,AHHF,IT精英为您提供标准网站：动态页面网站。提示：服务包括网站部署、图片替换、文案替换，功能修改需额外付费(1000元/天),"[""企业图片素材"",""企业文案素材"",""企业新闻事件""]","[""标准网站"",""网站运营的在线培训"",""网站运营操作手册""]",个,998.00,11/2/2016 10:51:00,2,product-IT0001-what-need.png,product-IT0001-what-obtain.png
AHHFIT0002,IT,网站设计,,product-IT0002-cover-1.jpg,11/2/2016 10:51:00,0,0,1,1,定制网站,0.00,"[""确定意向"",""确定需求"",""准备资料"",""方案与报价"",""洽谈与合约"",""制作过程"",""验收确认""]",0,0,5,AHHF,专业IT为您量身定制个性化网站。价格面议，欢迎来电垂询。,"[""企业图片素材"",""企业文案素材"",""企业新闻事件""]","[""标准网站"",""网站运营的在线培训"",""网站运营操作手册""]",个,0.00,11/2/2016 10:51:00,2,product-IT0002-what-need.png,product-IT0002-what-obtain.png
AHHFIT0003,IT,网站设计,,product-IT0003-cover-1.jpg,11/2/2016 10:51:00,0,0,0,1,差旅及费用管理平台服务（SaaS）,29.00,"[""购买产品"",""客服沟通"",""业务调研"",""配置、培训"",""办理完成""]",0,0,5,AHHF,专业差旅及费用在线管理报销平台（29元/人/月）。,"[""公司基本信息"",""组织架构"",""差旅及费用管理规范""]","[""差旅费用及管理手册"",""系统运营的培训服务"",""系统操作手册""]",月,29.00,11/2/2016 10:51:00,2,product-IT0003-what-need.png,product-IT0003-what-obtain.png
AHHFIT0004,IT,LOGO设计,,product-IT0004-cover.jpg,11/2/2016 10:51:00,0,0,1,1,VI设计,0.00,"[""调研分析"",""要素挖掘"",""设计开发"",""VI修正""]",0,0,5,AHHF,视觉艺术专业人员为您全方位打造企业VI,["详细与售前人员沟通，阐述清楚您的需求"],"[""设计源文件"",""PNG文件"",""印刷pdf"",""设计效果图"",""设计理念""]",个,2000.00,11/2/2016 10:51:00,2,product-IT0004-what-need.png,product-IT0004-what-obtain.png
AHHFIT0005,IT,LOGO设计,,product-IT0005-cover.jpg,11/2/2016 10:51:00,0,0,1,1,LOGO设计(一个方案),0.00,"[""调研分析"",""要素挖掘"",""设计开发"",""标识修正""]",0,0,5,AHHF,视觉艺术专业人员为您定制企业LOGO,["详细与售前人员沟通，阐述清楚您的需求"],"[""设计源文件"",""PNG文件"",""印刷pdf"",""设计效果图"",""设计理念""]",个,488.00,11/2/2016 10:51:00,2,product-IT0005-what-need.png,product-IT0005-what-obtain.png
AHHFIT0006,IT,LOGO设计,,product-IT0006-cover.jpg,11/2/2016 10:51:00,0,0,1,1,LOGO设计(三个方案),0.00,"[""调研分析"",""要素挖掘"",""设计开发"",""标识修正""]",0,0,5,AHHF,视觉艺术专业人员为您定制企业LOGO,["详细与售前人员沟通，阐述清楚您的需求"],"[""设计源文件"",""PNG文件"",""印刷pdf"",""设计效果图"",""设计理念""]",个,650.00,11/2/2016 10:51:00,2,product-IT0006-what-need.png,product-IT0006-what-obtain.png
AHHFIT0007,IT,网站设计,,product-IT0007-cover.jpg,11/2/2016 10:51:00,0,0,1,1,标准网站(动态网页+管理后台),0.00,"[""确定意向"",""周期和费用"",""签署协议"",""项目执行"",""修改及确认"",""项目验收"",""售后服务""]",0,0,5,AHHF,IT精英为您提供标准网站：提供动态页面网站、便捷的网站管理后台。提示：服务包括网站部署、图片替换、文案替换、后台操作手册一份，功能修改需额外付费(1000元/天),"[""企业图片素材"",""企业文案素材"",""企业新闻事件""]","[""标准网站"",""网站运营的在线培训"",""网站运营操作手册""]",个,1188.00,11/2/2016 10:51:00,2,product-IT0007-what-need.png,product-IT0007-what-obtain.png
AHHFIT0008,IT,网站设计,,product-IT0008-cover.jpg,11/2/2016 10:51:00,0,0,0,1,网站托管,0.00,"[""确定意向"",""周期和费用"",""签署协议"",""项目执行"",""修改及确认"",""项目验收"",""售后服务""]",0,0,5,AHHF,前提：购买企业湾网站产品，使用企业湾的云服务器和带宽做网站运行托管,"[""企业图片素材"",""企业文案素材"",""企业新闻事件""]",["使用企业湾的云服务器和带宽做网站运行托管"],月,78.00,11/2/2016 10:51:00,2,product-IT0008-what-need.png,product-IT0008-what-obtain.png
AHHFIT0009,IT,网站设计,,product-IT0009-cover.jpg,11/2/2016 10:51:00,0,0,1,1,网站运维,0.00,"[""确定意向"",""周期和费用"",""签署协议"",""项目执行"",""修改及确认"",""项目验收"",""售后服务""]",0,0,5,AHHF,前提：购买企业湾网站产品，并使用网站托管服务。专业IT人员为您改版更新网站（限图片替换、信息更新）,"[""企业图片素材"",""企业文案素材"",""企业新闻事件""]",["专业IT人员为您改版的更新版网站"],次,198.00,11/2/2016 10:51:00,2,product-IT0009-what-need.png,product-IT0009-what-obtain.png
AHHFLD0001,LD,法律服务,,product-LD0001-cover.jpg,11/2/2016 10:51:00,0,0,1,1,合同撰写与审查（普通）,0.00,"[""售前咨询"",""在线下单"",""律师沟通"",""提供服务"",""售后回访""]",0,0,5,AHHF,合同撰写与审查是由专业的法律服务人员，结合具体情形明确合同当事方权利义务、防范企业经营风险而提供的高质量法律服务。；合同撰写与审查是一项严谨的工作 套用模板 无法结合自身情况合理全面规避风险 甚至可能引起不必要的法律纠纷。企业湾专业律师将细致地帮您 撰写与审查合同 将法律风险降低到最小 为您的事业保驾护航。,"[""公司信息"",""业务信息""]","[""专业服务，一对一专人顾问"",""快速高效，了解客户需求"",""质优价低省心省力"",""合同""]",个,299.00,11/2/2016 10:51:00,2,product-LD0001-what-need.png,product-LD0001-what-obtain.png
AHHFLD0002,LD,法律服务,,product-LD0002-cover.jpg,11/2/2016 10:51:00,0,0,1,1,合同撰写与审查（定制）,0.00,"[""售前咨询"",""在线下单"",""律师沟通"",""提供服务"",""售后回访""]",0,0,5,AHHF,合同撰写与审查是由专业的法律服务人员，结合具体情形明确合同当事方权利义务、防范企业经营风险而提供的高质量法律服务。；合同撰写与审查是一项严谨的工作 套用模板 无法结合自身情况合理全面规避风险 甚至可能引起不必要的法律纠纷。企业湾专业律师将细致地帮您 撰写与审查合同 将法律风险降低到最小 为您的事业保驾护航。,"[""公司信息"",""业务信息""]","[""专业服务，一对一专人顾问"",""快速高效，了解客户需求"",""质优价低省心省力"",""合同""]",个,599.00,11/2/2016 10:51:00,2,product-LD0002-what-need.png,product-LD0002-what-obtain.png
AHHFLD0003,LD,法律服务,,product-LD0003-cover.jpg,11/2/2016 10:51:00,0,0,1,1,公司章程,0.00,"[""售前咨询"",""在线下单"",""律师沟通"",""提供服务"",""售后回访""]",0,0,5,AHHF,公司章程是公司依法制定的，规定公司名称、住所、经营范围、经营管理制度等重大事项的基本文件。,"[""公司信息"",""发展构想""]","[""专业咨询"",""章程""]",个,799.00,11/2/2016 10:51:00,2,product-LD0003-what-need.png,product-LD0003-what-obtain.png
